"p_boot","md","p_sign","p_or","poz","M","med_dl","cv0_ort","cv0_min","isaret","boot_g","sign_g","or_g","rho_m","sd_het"
0.105295208050145,0.067881896994908,0.109375,0.109375,5,6,0.1042072514281,5375.73804266123,254.406835105305,"111110",FALSE,FALSE,FALSE,0,0.18
0.827005073905643,-0.0163406640763103,0.890625,0.890625,2,6,-0.0326814029093032,31.6191023972957,16.2203749402752,"101000",FALSE,FALSE,FALSE,0,0.18
0.186786462308473,0.00855755931041001,0.34375,0.34375,4,6,0.0160253079096708,17.7860387320383,1.42458985266993,"011011",FALSE,FALSE,FALSE,0,0.18
0.809717203856482,-0.028096086979441,0.890625,0.890625,2,6,-0.0489458979509035,13.9906742457236,2.712261259656,"001010",FALSE,FALSE,FALSE,0,0.18
0.0945876382799588,0.115811827826018,0.109375,0.109375,5,6,0.0207554045819783,9.05218068321916,3.17133464465979,"011111",FALSE,FALSE,FALSE,0,0.18
0.0438293444854885,0.0182276806253096,0.34375,0.34375,4,6,0.0121216727264435,37.3042269534363,9.39071908560875,"101101",TRUE,FALSE,FALSE,0,0.18
0.043052611259589,0.0845123424653781,0.015625,0.015625,6,6,0.032491338290727,7.18448840241782,1.21370649049799,"111111",TRUE,TRUE,TRUE,0,0.18
0.987441492649331,-0.029077801332276,1,1,0,6,-0.0204888460235095,12.2611654913011,4.79283129445339,"000000",FALSE,FALSE,FALSE,0,0.18
0.901550710891678,-0.03924792165789,0.890625,0.65625,2,6,-0.0112644860139592,36.1858454757082,2.67947867213709,"001001",FALSE,FALSE,FALSE,0,0.18
0.0566059960449426,0.0322366076872161,0.109375,0.109375,5,6,0.0180285042605561,14.7448851983081,5.21515255632607,"101111",FALSE,FALSE,FALSE,0,0.18
0.96301649983104,-0.0925839790642941,0.890625,0.890625,2,6,-0.0528249071699867,29.1308096770011,2.01459477065944,"001001",FALSE,FALSE,FALSE,0,0.18
0.816453222168443,-0.0261977687615301,0.65625,0.65625,3,6,0.00395691707390289,20.5818802603356,0.875047652636924,"011001",FALSE,FALSE,FALSE,0,0.18
0.564663635475616,-0.00114671629968791,0.65625,0.34375,3,6,0.00350468413726035,24.8088272325175,4.46248138430092,"100101",FALSE,FALSE,FALSE,0,0.18
0.741317558138843,-0.00904800812113489,0.890625,0.65625,2,6,-0.0157462800733823,19.1449251249831,7.71126610085147,"100100",FALSE,FALSE,FALSE,0,0.18
0.85304628700957,-0.152733326601822,0.890625,0.65625,2,6,-0.00503508643911843,4.89118594295745,0.57006927563745,"110000",FALSE,FALSE,FALSE,0,0.18
0.999998796122372,-0.0072267275255707,1,1,0,6,-0.00804943975075889,25.2505183899526,2.16476340497681,"000000",FALSE,FALSE,FALSE,0,0.18
0.994402400366882,-0.0413362636423321,0.984375,0.890625,1,6,-0.0473918693559856,15.0330845158948,7.6742208749296,"001000",FALSE,FALSE,FALSE,0,0.18
0.674348100001151,-0.00935756580568053,0.65625,0.34375,3,6,0.00327112062659829,12.591811618597,1.64847855197769,"001011",FALSE,FALSE,FALSE,0,0.18
0.22666811876544,0.0350343467324571,0.890625,0.65625,2,6,-0.0043524031374087,12.2736364125814,0.448210445137378,"100100",FALSE,FALSE,FALSE,0,0.18
0.0312899129136659,0.0587299016815591,0.109375,0.109375,5,6,0.0249197765950835,7.47165998567036,3.04941077117755,"101111",TRUE,FALSE,FALSE,0,0.18
0.99890538853322,-0.0497291278779296,1,1,0,6,-0.0496326046363531,18.0284396898215,4.41442454573424,"000000",FALSE,FALSE,FALSE,0,0.18
0.00360840801975023,0.0325605287283511,0.34375,0.34375,4,6,0.0378670472283744,13.3110070854973,1.06992359664065,"110110",TRUE,FALSE,FALSE,0,0.18
0.758723779967246,-0.0431957597933345,0.65625,0.34375,3,6,-0.00191360909769411,6.81874732436397,1.70561478063661,"100110",FALSE,FALSE,FALSE,0,0.18
0.418661653879738,0.00870740788342305,0.65625,0.65625,3,6,0.00442895713058977,86.1543503454415,24.980218855469,"010011",FALSE,FALSE,FALSE,0,0.18
0.615876961590559,-0.00199558492897149,0.65625,0.34375,3,6,-0.00095212647059717,24.0280670306933,5.485131654366,"011010",FALSE,FALSE,FALSE,0,0.18
0.222134063050848,0.0028185968630768,0.109375,0.109375,5,6,0.00335877061978884,12.1788086115895,1.94614566951098,"111011",FALSE,FALSE,FALSE,0,0.18
0.0875320536058947,0.0831123807968251,0.34375,0.109375,4,6,0.0672586472517227,1100.73541921788,33.7154904544972,"011110",FALSE,FALSE,FALSE,0,0.18
0.143705623207967,0.141837259951125,0.34375,0.34375,4,6,0.00475024479219877,8.32659407740317,0.403935230892546,"010111",FALSE,FALSE,FALSE,0,0.18
