"X","Y","Z","K","delta_l","se","d","CI_alt","CI_ust","p_boot","p_binom","poz_dl","ocr50","kriter2","CV0","CV1","OS","OCR","mi_ihlal","r_MI_dl","boot_gecti","binom_gecti","karar","mekanizma","etiket","r_XZ","r_ZY","maxZ","etk_p","C2","taban_ok"
"MEMNUNIYET","SOY_index","GUV_Odeyici",6,-0.367,0.246,-0.598,-0.772,0.209,0.9318,0.9844,1,1,1,19.4,33.1,0,0.222,6,-0.2,FALSE,FALSE,"Degil","Yok","dikkatli",0.505,0.284,0.505,0.794,"kaldi",TRUE
"ERISIM","MTT","GUVEN",6,-1.278,0.573,-0.893,-2.543,-0.413,0.9872,0.8906,0,2,2,9.7,22.7,0,0.306,4,0.815,FALSE,FALSE,"Degil","Yok","dikkatli",0.67,0.572,0.67,0.0175,"kaldi",FALSE
"ERISIM","FCV","GUVEN",6,-1.141,0.237,-1.962,-1.61,-0.714,1,0.3437,0,4,4,21.5,81.2,0,0.625,4,0.471,FALSE,FALSE,"Degil","Yok","dikkatli",0.67,0.476,0.67,0.832,"kaldi",TRUE
"ERISIM","RNS","GUVEN",6,-0.841,0.205,-1.718,-1.291,-0.487,1,0.3437,0,4,4,17.4,50.3,0,0.583,4,0.32,FALSE,FALSE,"Degil","Yok","dikkatli",0.67,0.47,0.67,0.7427,"kaldi",TRUE
"ERISIM","ILT","GUVEN",6,-0.493,0.473,-0.43,-1.413,0.492,0.8509,0.3437,1,4,4,12.3,26.9,0,0.639,4,-0.035,FALSE,FALSE,"Degil","Yok","dikkatli",0.67,0.597,0.67,0.04,"kaldi",TRUE
"ERISIM","MEMNUNIYET","GUVEN",6,-0.653,0.421,-0.634,-1.463,0.265,0.9397,0.6562,1,3,3,11.5,30.2,0,0.458,4,0.599,FALSE,FALSE,"Degil","Yok","dikkatli",0.67,0.609,0.67,0.218,"kaldi",TRUE
"MEMNUNIYET","ERS","GUVEN",6,-0.841,0.267,-1.318,-1.336,-0.334,0.9992,0.6562,1,3,3,15.2,33.3,0,0.458,6,-0.087,FALSE,FALSE,"Degil","Yok","dikkatli",0.609,0.51,0.609,0.049,"kaldi",TRUE
"MEMNUNIYET","KAB","GUVEN",6,-0.669,0.161,-1.714,-1.015,-0.364,1,0.1094,0,5,5,12.3,25.2,0,0.847,6,-0.061,FALSE,FALSE,"Degil","Yok","dikkatli",0.609,0.644,0.644,0.0001,"kaldi",TRUE
"MEMNUNIYET","UYG","GUVEN",6,-0.286,0.397,-0.293,-0.991,0.498,0.764,0.3437,2,4,4,15,23.8,0,0.639,6,-0.305,FALSE,FALSE,"Degil","Yok","dikkatli",0.609,0.58,0.609,0.0006,"kaldi",TRUE
"MEMNUNIYET","ULS","GUVEN",6,-0.204,0.636,-0.129,-1.321,1.15,0.6257,0.6562,2,3,3,7.5,14.5,0,0.417,6,-0.081,FALSE,FALSE,"Degil","Yok","dikkatli",0.609,0.511,0.609,0.3508,"kaldi",FALSE
"MEMNUNIYET","ERISIM","GUVEN",6,-0.407,0.359,-0.467,-1.003,0.39,0.8714,0.6562,1,3,3,10.1,15.2,0,0.472,6,-0.166,FALSE,FALSE,"Degil","Yok","dikkatli",0.609,0.67,0.67,0.0006,"kaldi",TRUE
"ERISIM","SOY_index","GUVEN",6,-0.504,0.102,-2.027,-0.679,-0.294,1,0.8906,0,2,2,11.3,19.7,0,0.306,4,-0.442,FALSE,FALSE,"Degil","Yok","dikkatli",0.67,0.336,0.67,0.3468,"kaldi",TRUE
"MEMNUNIYET","SOY_index","GUVEN",6,-0.785,0.135,-2.324,-1.057,-0.522,1,0.9844,0,1,1,19.4,40.2,0,0.083,6,0.57,FALSE,FALSE,"Degil","Yok","dikkatli",0.609,0.336,0.609,0.7333,"kaldi",TRUE
"ERISIM","MTT","SOY_index",6,-0.715,0.239,-1.209,-1.164,-0.278,0.9986,0.9844,0,1,1,9.7,14,0,0.083,4,0.974,FALSE,FALSE,"Degil","Yok","dikkatli",0.427,0.377,0.427,0.3057,"kaldi",FALSE
"ERISIM","FCV","SOY_index",6,-0.002,0.215,-0.005,-0.336,0.454,0.5046,0.8906,2,1,2,21.5,24.5,0.443,0.264,4,-0.658,FALSE,FALSE,"Degil","Yok","dikkatli",0.427,0.165,0.427,0.6396,"kaldi",TRUE
"ERISIM","RNS","SOY_index",6,-0.174,0.272,-0.272,-0.534,0.427,0.7385,0.8906,1,2,2,17.4,25.4,0,0.25,4,-0.736,FALSE,FALSE,"Degil","Yok","dikkatli",0.427,0.237,0.427,0.795,"kaldi",TRUE
"ERISIM","ILT","SOY_index",6,-0.127,0.308,-0.165,-0.651,0.52,0.6596,0.8906,2,2,2,12.3,16,0,0.375,4,-0.407,FALSE,FALSE,"Degil","Yok","dikkatli",0.427,0.361,0.427,0.0399,"kaldi",TRUE
"ERISIM","MEMNUNIYET","SOY_index",6,-0.388,0.07,-2.228,-0.513,-0.263,1,1,0,0,0,11.5,16.3,0,0.042,4,-0.039,FALSE,FALSE,"Degil","Yok","dikkatli",0.427,0.323,0.427,0.2645,"kaldi",TRUE
"MEMNUNIYET","ERS","SOY_index",6,-0.258,0.1,-1.06,-0.46,-0.074,0.9948,0.6562,1,3,3,15.2,19.6,0,0.458,6,-0.214,FALSE,FALSE,"Degil","Yok","dikkatli",0.323,0.373,0.373,0.1115,"kaldi",TRUE
"MEMNUNIYET","KAB","SOY_index",6,-0.446,0.268,-0.707,-1.057,-0.083,0.9518,0.6562,1,3,3,12.3,17.1,0,0.542,6,0.167,FALSE,FALSE,"Degil","Yok","dikkatli",0.323,0.391,0.391,0.2158,"kaldi",TRUE
"MEMNUNIYET","UYG","SOY_index",6,-0.423,0.18,-0.961,-0.767,-0.077,0.9906,0.6562,1,3,3,15,20.6,0,0.403,6,0.25,FALSE,FALSE,"Degil","Yok","dikkatli",0.323,0.372,0.372,0.5673,"kaldi",TRUE
"MEMNUNIYET","ULS","SOY_index",6,0.143,0.464,0.122,-0.483,1.195,0.3786,0.9844,1,1,1,7.5,10,0,0.167,6,0.022,FALSE,FALSE,"Degil","Yok","dikkatli",0.323,0.318,0.323,0.9074,"kaldi",FALSE
"MEMNUNIYET","ERISIM","SOY_index",6,-0.743,0.278,-1.086,-1.306,-0.244,0.9962,0.8906,0,2,2,10.1,15.2,0,0.25,6,0.265,FALSE,FALSE,"Degil","Yok","dikkatli",0.323,0.427,0.427,0.2492,"kaldi",TRUE
"ERISIM","GUV_Saglayici","SOY_index",6,-0.085,0.075,-0.473,-0.232,0.066,0.8701,0.8906,1,2,2,8.9,9.6,0,0.25,4,0.204,FALSE,FALSE,"Degil","Yok","dikkatli",0.427,0.331,0.427,0.3839,"kaldi",FALSE
"MEMNUNIYET","GUV_Saglayici","SOY_index",6,-0.331,0.153,-0.912,-0.617,-0.033,0.9849,0.6562,1,3,3,9,12.3,0,0.472,6,-0.162,FALSE,FALSE,"Degil","Yok","dikkatli",0.323,0.331,0.331,0.5652,"kaldi",FALSE
"ERISIM","GUV_Odeyici","SOY_index",6,-0.168,0.152,-0.453,-0.431,0.167,0.8644,0.9844,1,1,1,11.6,15.5,0,0.208,4,0.154,FALSE,FALSE,"Degil","Yok","dikkatli",0.427,0.284,0.427,0.2143,"kaldi",TRUE
"MEMNUNIYET","GUV_Odeyici","SOY_index",6,-0.21,0.114,-0.733,-0.408,0.036,0.9674,0.8906,1,2,2,9.5,12.3,0,0.25,6,-0.573,FALSE,FALSE,"Degil","Yok","dikkatli",0.323,0.284,0.323,0.6421,"kaldi",FALSE
"ERISIM","GUVEN","SOY_index",6,-0.171,0.082,-0.84,-0.308,-0.002,0.9817,0.8906,1,2,2,9.5,11.1,0,0.25,4,0.526,FALSE,FALSE,"Degil","Yok","dikkatli",0.427,0.336,0.427,0.3353,"kaldi",FALSE
"MEMNUNIYET","GUVEN","SOY_index",6,-0.143,0.173,-0.336,-0.465,0.198,0.796,0.6562,2,3,3,7.2,9.8,0,0.542,6,-0.174,FALSE,FALSE,"Degil","Yok","dikkatli",0.323,0.336,0.336,0.5544,"kaldi",FALSE
"ERISIM","MTT","Yas",5,0.179,0.347,0.233,-0.284,0.953,0.3036,0.9688,1,1,1,8.1,8.6,0.207,0.317,3,-0.51,FALSE,FALSE,"Degil","Yok","dikkatli",-0.059,0.001,0.059,0.5527,"gecti",FALSE
"ERISIM","FCV","Yas",5,0.083,0.064,0.59,-0.036,0.218,0.0987,0.5,3,3,3,23,21.6,0,0.583,3,-0.972,FALSE,FALSE,"Degil","Yok","dikkatli",-0.059,-0.153,0.153,0.489,"gecti",TRUE
"ERISIM","RNS","Yas",5,0.079,0.062,0.57,-0.039,0.2,0.1012,0.5,3,3,3,19.3,18.3,0.001,0.65,3,-0.89,FALSE,FALSE,"Degil","Yok","dikkatli",-0.059,-0.094,0.094,0.8144,"gecti",TRUE
"ERISIM","ILT","Yas",5,0.246,0.172,0.633,0.004,0.648,0.0765,0.5,3,3,3,11.7,10.9,0.401,0.717,3,-0.772,FALSE,FALSE,"Degil","Yok","dikkatli",-0.059,-0.113,0.113,0.0827,"gecti",TRUE
"ERISIM","MEMNUNIYET","Yas",5,0.188,0.12,0.686,-0.04,0.423,0.0596,0.1875,3,4,4,11,10.3,0.026,0.7,3,-0.982,FALSE,FALSE,"Degil","Yok","dikkatli",-0.059,-0.105,0.105,0.3423,"gecti",TRUE
"MEMNUNIYET","ERS","Yas",5,0.162,0.189,0.38,-0.123,0.607,0.1953,0.1875,3,4,4,14.1,13.6,0.376,0.7,5,-0.367,FALSE,FALSE,"Degil","Yok","dikkatli",-0.105,0.058,0.105,0.6199,"gecti",TRUE
"MEMNUNIYET","KAB","Yas",5,0.195,0.085,1.032,0.038,0.372,0.0112,0.1875,4,4,4,11.2,10.5,0.246,0.75,5,-0.247,TRUE,FALSE,"Degil","Yok","dikkatli",-0.105,-0.084,0.105,0.0486,"kaldi",TRUE
"MEMNUNIYET","UYG","Yas",5,0.225,0.106,0.929,0.007,0.435,0.0174,0.1875,4,3,4,14.6,13.6,0.328,0.65,5,-0.354,TRUE,FALSE,"Degil","Yok","dikkatli",-0.105,-0.063,0.105,0.0362,"kaldi",TRUE
"MEMNUNIYET","ULS","Yas",5,-0.211,0.11,-0.87,-0.445,-0.014,0.9718,0.8125,1,2,2,7.2,8.2,0.395,0.233,5,0.602,FALSE,FALSE,"Degil","Yok","dikkatli",-0.105,-0.066,0.105,0.0707,"gecti",FALSE
"MEMNUNIYET","ERISIM","Yas",5,0.223,0.209,0.469,-0.08,0.712,0.1438,0.5,2,3,3,9.3,9.1,0.414,0.433,5,-0.369,FALSE,FALSE,"Degil","Yok","dikkatli",-0.105,-0.059,0.105,0.0352,"kaldi",FALSE
"ERISIM","GUV_Saglayici","Yas",5,-0.071,0.024,-1.275,-0.119,-0.023,0.9982,1,0,0,0,9.8,10.3,0.395,0.05,3,0.885,FALSE,FALSE,"Degil","Yok","dikkatli",-0.059,-0.051,0.059,0.628,"gecti",FALSE
"MEMNUNIYET","GUV_Saglayici","Yas",5,-0.134,0.086,-0.683,-0.312,0.025,0.9406,0.9688,1,1,1,9.3,10.1,0.432,0.25,5,0.227,FALSE,FALSE,"Degil","Yok","dikkatli",-0.105,-0.051,0.105,0.1453,"gecti",FALSE
"ERISIM","GUV_Odeyici","Yas",5,-0.011,0.034,-0.142,-0.083,0.051,0.6263,0.8125,2,2,2,11.3,11.5,0.203,0.383,3,-0.291,FALSE,FALSE,"Degil","Yok","dikkatli",-0.059,-0.065,0.065,0.4985,"gecti",TRUE
"MEMNUNIYET","GUV_Odeyici","Yas",5,-0.176,0.101,-0.766,-0.402,0.01,0.9591,0.8125,1,2,2,9.3,10.5,0.601,0.417,5,0.366,FALSE,FALSE,"Degil","Yok","dikkatli",-0.105,-0.065,0.105,0.0957,"gecti",FALSE
"ERISIM","GUVEN","Yas",5,-0.067,0.024,-1.267,-0.113,-0.021,0.9976,0.9688,0,1,1,9.7,10.2,0.395,0.183,3,0.696,FALSE,FALSE,"Degil","Yok","dikkatli",-0.059,-0.072,0.072,0.9409,"gecti",FALSE
"MEMNUNIYET","GUVEN","Yas",5,-0.18,0.175,-0.453,-0.538,0.118,0.8487,0.8125,2,2,2,7.1,8,0.422,0.45,5,0.193,FALSE,FALSE,"Degil","Yok","dikkatli",-0.105,-0.072,0.105,0.0997,"gecti",FALSE
"ERISIM","SOY_index","Yas",5,0.055,0.066,0.373,-0.044,0.208,0.1997,0.5,2,3,3,12.5,12.1,0.605,0.567,3,-0.734,FALSE,FALSE,"Degil","Yok","dikkatli",-0.059,-0.06,0.06,0.7972,"gecti",TRUE
"MEMNUNIYET","SOY_index","Yas",5,0.187,0.17,0.474,-0.093,0.593,0.1346,0.1875,4,4,4,20,18.7,0.266,0.683,5,-0.261,FALSE,FALSE,"Degil","Yok","dikkatli",-0.105,-0.06,0.105,0.8726,"gecti",TRUE
