"etiket","X","Y","Z","moderator","dl","ocr","cv0","cv1"
"olcek_Z","MEMNUNIYET","ERS","GUVEN","YasGrup",-2.78331658055117,0,2.11165580967999,34.1509009789999
"olcek_Z","MEMNUNIYET","ERS","GUVEN","EgitimGrup",-2.16419366920936,0,7.8835204134838,68.6463681818076
"olcek_Z","MEMNUNIYET","ERS","GUVEN","MedeniDurum",-3.43633037406916,0,0.846176238669745,26.2930005341338
"olcek_Z","MEMNUNIYET","ERS","GUVEN","Gelir",-0.80587268766212,0.666666666666667,5.06752431872751,11.3444097215539
"olcek_Z","MEMNUNIYET","ERS","GUVEN","MeslekGrup",-1.39878258241812,0.2,13.6386953626929,55.240345492676
"olcek_Z","MEMNUNIYET","KAB","GUVEN","Cinsiyet",8.37625594626785,1,7.87437341596583,0.00181322573710852
"olcek_Z","MEMNUNIYET","KAB","GUVEN","YasGrup",-1.92002138402605,0,0.599173174770654,4.08702279530099
"olcek_Z","MEMNUNIYET","KAB","GUVEN","EgitimGrup",-2.06445024735358,0,5.17567604378335,40.7893172957402
"olcek_Z","MEMNUNIYET","KAB","GUVEN","MedeniDurum",-1.15221890353272,1,4.26227499757569,13.4909887134995
"olcek_Z","MEMNUNIYET","KAB","GUVEN","Gelir",-2.27424423193772,0,2.62069334534124,25.4746325166498
"olcek_Z","MEMNUNIYET","KAB","GUVEN","MeslekGrup",-1.68217894901239,0,9.20245605235613,49.4839987894199
"olcek_Z","MEMNUNIYET","UYG","GUVEN","Cinsiyet",-0.817696263807522,1,5.88021452881052,13.3203043039608
"olcek_Z","MEMNUNIYET","UYG","GUVEN","YasGrup",-3.79258663046685,0,0.64102553173905,28.4429593084153
"olcek_Z","MEMNUNIYET","UYG","GUVEN","EgitimGrup",-2.55887504799566,0,3.2472729731334,41.9589017630521
"olcek_Z","MEMNUNIYET","UYG","GUVEN","MedeniDurum",-1.83069173842345,0,3.90668890407717,24.3707082163864
"olcek_Z","MEMNUNIYET","UYG","GUVEN","Gelir",-2.17024296920463,0,2.17728873562333,19.073947081671
"olcek_Z","MEMNUNIYET","UYG","GUVEN","MeslekGrup",-1.59798169916368,0.2,12.0510776801598,59.5690289073574
"olcek_Z","MEMNUNIYET","ULS","GUVEN","Cinsiyet",-0.185988892717185,1,2.56028976481466,3.08363573679945
"olcek_Z","MEMNUNIYET","ULS","GUVEN","YasGrup",-2.35751435750311,0,1.71866507926097,18.1571102907542
"olcek_Z","MEMNUNIYET","ULS","GUVEN","EgitimGrup",-0.264453659088652,1,7.57422171365777,9.8670829380657
"olcek_Z","MEMNUNIYET","ULS","GUVEN","MedeniDurum",-2.81268090775645,0,2.29628508723495,38.2434976412082
"olcek_Z","MEMNUNIYET","ULS","GUVEN","Gelir",-1.14291627191727,0,6.04758682023789,18.9646286250625
"olcek_Z","MEMNUNIYET","ULS","GUVEN","MeslekGrup",-0.68189172983031,0.6,8.25468174984163,16.3245850153497
"olcek_Z","MEMNUNIYET","ERISIM","GUVEN","Cinsiyet",1.94115730268754,1,4.48312354384531,0.643497399647157
"olcek_Z","MEMNUNIYET","ERISIM","GUVEN","YasGrup",-2.10009007206691,0,2.5565132806807,20.8788024176332
"olcek_Z","MEMNUNIYET","ERISIM","GUVEN","EgitimGrup",-1.75469531374322,0.333333333333333,6.12244867301451,35.3980750508048
"olcek_Z","MEMNUNIYET","ERISIM","GUVEN","MedeniDurum",-5.88018868870925,0,0.0796183588970009,28.4935640977626
"olcek_Z","MEMNUNIYET","ERISIM","GUVEN","Gelir",-2.82944807179805,0,0.898585295798112,15.2185402269625
"olcek_Z","MEMNUNIYET","ERISIM","GUVEN","MeslekGrup",-1.47113360887188,0,9.15071470881664,39.8437516499727
"olcek_Z","ERISIM","SOY_index","GUVEN","Cinsiyet",-1.733314215177,0,3.74830066568491,21.2130551017319
"olcek_Z","ERISIM","SOY_index","GUVEN","YasGrup",-1.5859786972943,0,14.1945768605249,69.3272937791515
"olcek_Z","ERISIM","SOY_index","GUVEN","EgitimGrup",-1.45366849192096,0.333333333333333,14.645194068987,62.6635992100894
"olcek_Z","ERISIM","SOY_index","GUVEN","MedeniDurum",-2.18106710059321,0,3.06755559593427,27.1655092155276
"olcek_Z","ERISIM","SOY_index","GUVEN","Gelir",-0.57664567275361,0.333333333333333,8.49246054819024,15.117068184725
"olcek_Z","ERISIM","SOY_index","GUVEN","MeslekGrup",-1.04761364255504,0.2,10.9235596505397,31.1413194068947
"olcek_Z","MEMNUNIYET","SOY_index","GUVEN","Cinsiyet",-0.829733296092423,0,10.927239124408,25.052959662945
"olcek_Z","MEMNUNIYET","SOY_index","GUVEN","YasGrup",-0.912734387656246,0,0.661868509580245,1.64879715964807
"olcek_Z","MEMNUNIYET","SOY_index","GUVEN","EgitimGrup",-0.153748264155068,0.333333333333333,11.8297476155964,13.7958194487154
"olcek_Z","MEMNUNIYET","SOY_index","GUVEN","MedeniDurum",-2.91328820332505,0,0.26006174420681,4.78962462157264
"olcek_Z","MEMNUNIYET","SOY_index","GUVEN","Gelir",-0.469062487616955,0.333333333333333,7.92401594417289,12.6664989358073
"olcek_Z","MEMNUNIYET","SOY_index","GUVEN","MeslekGrup",-0.617836450193491,0.4,10.4075801158897,19.3051297083573
"olcek_Z","ERISIM","MTT","SOY_index","Cinsiyet",1.24267861208053,1,3.02032582703712,0.871696553337775
"olcek_Z","ERISIM","MTT","SOY_index","YasGrup",-0.0107034960722058,1,1.95285653361009,1.97387119047481
"olcek_Z","ERISIM","MTT","SOY_index","EgitimGrup",-1.10758562161456,0.333333333333333,3.81210842065574,11.5394090472725
"olcek_Z","ERISIM","MTT","SOY_index","MedeniDurum",-1.51789865722559,0,1.33595894944638,6.09548303763275
"olcek_Z","ERISIM","MTT","SOY_index","Gelir",-1.90678587260359,0,1.57780324611676,10.6208537892007
"olcek_Z","ERISIM","MTT","SOY_index","MeslekGrup",-0.882131056468823,0.2,6.85927873764036,16.5723120376665
"olcek_Z","ERISIM","FCV","SOY_index","Cinsiyet",2.38781966843467,1,10.8712382085362,0.998302370349007
"olcek_Z","ERISIM","FCV","SOY_index","YasGrup",0.0687398672971016,1,3.1770703176146,2.96601594865066
"olcek_Z","ERISIM","FCV","SOY_index","EgitimGrup",-1.02315826580249,0,6.77750957148839,18.854808635385
"olcek_Z","ERISIM","FCV","SOY_index","MedeniDurum",-0.351945845252279,0,2.93192027317416,4.1686966706787
"olcek_Z","ERISIM","FCV","SOY_index","Gelir",-0.596289619585851,0.333333333333333,7.21745018714666,13.1023466933683
"olcek_Z","ERISIM","FCV","SOY_index","MeslekGrup",-0.939223262123427,0.2,9.52743293524446,24.3711139731638
"olcek_Z","ERISIM","RNS","SOY_index","Cinsiyet",0.971239269573147,1,10.0120657532657,3.7907036814207
"olcek_Z","ERISIM","RNS","SOY_index","YasGrup",-0.242842126063149,1,6.06449751880764,7.73142982240658
"olcek_Z","ERISIM","RNS","SOY_index","EgitimGrup",-0.910928417530404,0,8.37030153930385,20.8138437099804
"olcek_Z","ERISIM","RNS","SOY_index","MedeniDurum",0.189583115406048,1,1.71059633203912,1.41518310462025
"olcek_Z","ERISIM","RNS","SOY_index","Gelir",-0.454081495858555,0.666666666666667,8.66138036069299,13.6393036785348
"olcek_Z","ERISIM","RNS","SOY_index","MeslekGrup",-1.08945634093603,0.4,8.63990509974482,25.6834788949592
"olcek_Z","ERISIM","ILT","SOY_index","Cinsiyet",1.26640714911833,1,6.47507079613139,1.82494963289104
"olcek_Z","ERISIM","ILT","SOY_index","YasGrup",-1.01495020139271,0,2.06543185631303,5.69899327268374
"olcek_Z","ERISIM","ILT","SOY_index","EgitimGrup",-0.749651270170073,0.333333333333333,7.82313665681387,16.5558059334038
"olcek_Z","ERISIM","ILT","SOY_index","MedeniDurum",-0.818160056519201,0,2.28783288823412,5.1849753701207
"olcek_Z","ERISIM","ILT","SOY_index","Gelir",-1.2029220714337,0,2.03708410149758,6.78314933778136
"olcek_Z","ERISIM","ILT","SOY_index","MeslekGrup",-0.606109720675123,0.4,10.7685950970586,19.7419094200708
"olcek_Z","ERISIM","MEMNUNIYET","SOY_index","Cinsiyet",3.27297800429396,1,5.63581164785199,0.213560123867111
"olcek_Z","ERISIM","MEMNUNIYET","SOY_index","YasGrup",-0.272645181954662,0,3.60204847554684,4.73105341605634
"olcek_Z","ERISIM","MEMNUNIYET","SOY_index","EgitimGrup",-0.909756512815189,0,6.8807763307981,17.0899060208804
"olcek_Z","ERISIM","MEMNUNIYET","SOY_index","MedeniDurum",-0.782783523362356,0,1.84822309137897,4.04308580152717
"olcek_Z","ERISIM","MEMNUNIYET","SOY_index","Gelir",-1.8106887917925,0,1.54907596320588,9.47206933000469
"olcek_Z","ERISIM","MEMNUNIYET","SOY_index","MeslekGrup",-0.846796278735126,0.4,7.83746254317155,18.2782422834578
"olcek_Z","MEMNUNIYET","ERS","SOY_index","Cinsiyet",-0.54540182194921,0,6.50491091116572,11.2229326060031
"olcek_Z","MEMNUNIYET","ERS","SOY_index","YasGrup",-1.33708498374306,0,2.11165580967999,8.04103149931762
"olcek_Z","MEMNUNIYET","ERS","SOY_index","EgitimGrup",0.162343870815023,0.666666666666667,7.8835204134838,6.70216551954066
"olcek_Z","MEMNUNIYET","ERS","SOY_index","MedeniDurum",-0.32446478930364,0,0.846176238669745,1.1705072143972
"olcek_Z","MEMNUNIYET","ERS","SOY_index","Gelir",-0.592451654018904,0.666666666666667,5.06752431872751,9.16419509082397
"olcek_Z","MEMNUNIYET","ERS","SOY_index","MeslekGrup",-0.0628969067386493,0.4,13.6386953626929,14.5240792021385
"olcek_Z","MEMNUNIYET","KAB","SOY_index","Cinsiyet",-0.528614789281408,0,7.87437341596583,13.3595088555337
"olcek_Z","MEMNUNIYET","KAB","SOY_index","YasGrup",-2.53394705794522,0,0.599173174770654,7.55147159205297
"olcek_Z","MEMNUNIYET","KAB","SOY_index","EgitimGrup",1.08609620849082,1,5.17567604378335,1.74695409584452
"olcek_Z","MEMNUNIYET","KAB","SOY_index","MedeniDurum",0.47308706564359,1,4.26227499757569,2.6557204867691
"olcek_Z","MEMNUNIYET","KAB","SOY_index","Gelir",-0.81610113323709,0.333333333333333,2.62069334534124,5.92712963053596
"olcek_Z","MEMNUNIYET","KAB","SOY_index","MeslekGrup",-0.672463431526448,0.4,9.20245605235613,18.0281394988523
"olcek_Z","MEMNUNIYET","UYG","SOY_index","Cinsiyet",-0.708595930830232,0,5.88021452881052,11.9435236492555
"olcek_Z","MEMNUNIYET","UYG","SOY_index","YasGrup",-2.72939464756853,0,0.64102553173905,9.82282412772607
"olcek_Z","MEMNUNIYET","UYG","SOY_index","EgitimGrup",0.621622181005353,0.666666666666667,3.2472729731334,1.74402101493664
"olcek_Z","MEMNUNIYET","UYG","SOY_index","MedeniDurum",-0.590035307881562,0,3.90668890407717,7.0478703745382
"olcek_Z","MEMNUNIYET","UYG","SOY_index","Gelir",-1.06922643708616,0.333333333333333,2.17728873562333,6.34271457751461
"olcek_Z","MEMNUNIYET","UYG","SOY_index","MeslekGrup",-0.436410879646194,0.2,12.0510776801598,18.6447568015145
"olcek_Z","MEMNUNIYET","ULS","SOY_index","Cinsiyet",-0.992966144379858,0,2.56028976481466,6.91080817539091
"olcek_Z","MEMNUNIYET","ULS","SOY_index","YasGrup",-0.865495987983701,0,1.71866507926097,4.08386508252345
"olcek_Z","MEMNUNIYET","ULS","SOY_index","EgitimGrup",0.0326834610427096,0.333333333333333,7.57422171365777,7.33067164246032
"olcek_Z","MEMNUNIYET","ULS","SOY_index","MedeniDurum",2.53437509256094,1,2.29628508723495,0.18212126811771
"olcek_Z","MEMNUNIYET","ULS","SOY_index","Gelir",-0.100488895936065,0.333333333333333,6.04758682023789,6.6868854714361
"olcek_Z","MEMNUNIYET","ULS","SOY_index","MeslekGrup",-0.433720377279158,0.4,8.25468174984163,12.7368695523274
"olcek_Z","MEMNUNIYET","ERISIM","SOY_index","Cinsiyet",-0.798154790165154,0,4.48312354384531,9.9589815712129
"olcek_Z","MEMNUNIYET","ERISIM","SOY_index","YasGrup",-0.738633579111731,0,2.5565132806807,5.35097031390088
"olcek_Z","MEMNUNIYET","ERISIM","SOY_index","EgitimGrup",1.15142695378066,1,6.12244867301451,1.93582805270445
"olcek_Z","MEMNUNIYET","ERISIM","SOY_index","MedeniDurum",-2.48327554744628,0,0.0796183588970009,0.953863298523423
"olcek_Z","MEMNUNIYET","ERISIM","SOY_index","Gelir",-1.87979770685171,0,0.898585295798112,5.88769200041076
"olcek_Z","MEMNUNIYET","ERISIM","SOY_index","MeslekGrup",-0.490297307574725,0.4,9.15071470881664,14.9413015515605
"olcek_Z","ERISIM","GUV_Saglayici","SOY_index","Cinsiyet",1.35062573216173,1,2.54058761769794,0.658210596367529
"olcek_Z","ERISIM","GUV_Saglayici","SOY_index","YasGrup",-0.7896821511201,0,3.68250881250381,8.11144814466577
"olcek_Z","ERISIM","GUV_Saglayici","SOY_index","EgitimGrup",-0.937577566550893,0,4.36955449963343,11.1589138471225
"olcek_Z","ERISIM","GUV_Saglayici","SOY_index","MedeniDurum",0.443403148936347,1,2.55071142576674,1.63717002968522
"olcek_Z","ERISIM","GUV_Saglayici","SOY_index","Gelir",-0.115710159190034,0.666666666666667,2.04328585094058,2.29393660461465
"olcek_Z","ERISIM","GUV_Saglayici","SOY_index","MeslekGrup",-0.469889413153215,0,11.4864054510786,18.3761497558381
"olcek_Z","MEMNUNIYET","GUV_Saglayici","SOY_index","Cinsiyet",-0.705020435704442,0,4.74879106842945,9.61102147745591
"olcek_Z","MEMNUNIYET","GUV_Saglayici","SOY_index","YasGrup",-0.628763957863028,0,2.57132332112818,4.82198002370113
"olcek_Z","MEMNUNIYET","GUV_Saglayici","SOY_index","EgitimGrup",-0.453547824489547,0.333333333333333,4.60696129767253,7.25083264917307
"olcek_Z","MEMNUNIYET","GUV_Saglayici","SOY_index","MedeniDurum",1.655512623859,1,1.37433894602787,0.262490652871949
"olcek_Z","MEMNUNIYET","GUV_Saglayici","SOY_index","Gelir",-1.1107605891466,0,2.2322398482862,6.77856948858457
"olcek_Z","MEMNUNIYET","GUV_Saglayici","SOY_index","MeslekGrup",-0.654851734095028,0.2,7.55496505253309,14.5422281727064
"olcek_Z","ERISIM","GUV_Odeyici","SOY_index","Cinsiyet",0.529267616057195,1,4.29521174336006,2.5300352526773
"olcek_Z","ERISIM","GUV_Odeyici","SOY_index","YasGrup",-1.71363679735804,0,0.584282216501906,3.24224388093808
"olcek_Z","ERISIM","GUV_Odeyici","SOY_index","EgitimGrup",-0.926357689164725,0,3.15780330091777,7.97438331975503
"olcek_Z","ERISIM","GUV_Odeyici","SOY_index","MedeniDurum",1.50929537516526,1,1.96775888573549,0.435003970930929
"olcek_Z","ERISIM","GUV_Odeyici","SOY_index","Gelir",-0.456431307061746,0.333333333333333,4.73882250090094,7.47990428027518
"olcek_Z","ERISIM","GUV_Odeyici","SOY_index","MeslekGrup",-0.63994858957824,0.4,10.5621341525545,20.0298557041379
"olcek_Z","MEMNUNIYET","GUV_Odeyici","SOY_index","Cinsiyet",-0.542459469086574,0,1.53141877379664,2.63439638718625
"olcek_Z","MEMNUNIYET","GUV_Odeyici","SOY_index","YasGrup",-0.483661213285628,0,4.0371823600728,6.54831802936794
"olcek_Z","MEMNUNIYET","GUV_Odeyici","SOY_index","EgitimGrup",-0.286548248822085,0.333333333333333,7.08210244384114,9.43210285564107
"olcek_Z","MEMNUNIYET","GUV_Odeyici","SOY_index","MedeniDurum",0.896933706873612,1,2.07695409118132,0.847019745229389
"olcek_Z","MEMNUNIYET","GUV_Odeyici","SOY_index","Gelir",-1.29260366195803,0.333333333333333,1.77106463100337,6.45067333422343
"olcek_Z","MEMNUNIYET","GUV_Odeyici","SOY_index","MeslekGrup",-0.620925555696364,0.4,6.15997329046088,11.4615504908332
"olcek_Z","ERISIM","GUVEN","SOY_index","Cinsiyet",1.21954238593809,1,3.06901614068955,0.906480863956458
"olcek_Z","ERISIM","GUVEN","SOY_index","YasGrup",-1.01602625501717,0,2.28093934487212,6.30040306107548
"olcek_Z","ERISIM","GUVEN","SOY_index","EgitimGrup",-1.11296073370462,0,3.40459469405638,10.3613924649247
"olcek_Z","ERISIM","GUVEN","SOY_index","MedeniDurum",0.773813217334842,1,2.03925412652178,0.940607715918232
"olcek_Z","ERISIM","GUVEN","SOY_index","Gelir",-0.261798154831172,0.333333333333333,2.33435781188095,3.03294769143356
"olcek_Z","ERISIM","GUVEN","SOY_index","MeslekGrup",-0.518663315131664,0,11.1302611686761,18.6963991369514
"olcek_Z","MEMNUNIYET","GUVEN","SOY_index","Cinsiyet",-0.664921990290213,0,3.59608759332766,6.9920127824032
"olcek_Z","MEMNUNIYET","GUVEN","SOY_index","YasGrup",-0.474704304937135,0,2.8722588113192,4.61726744846706
"olcek_Z","MEMNUNIYET","GUVEN","SOY_index","EgitimGrup",-0.300232644410235,0.333333333333333,4.42255033744007,5.97120753491941
"olcek_Z","MEMNUNIYET","GUVEN","SOY_index","MedeniDurum",0.989302318070567,1,1.53294579391442,0.570004462459329
"olcek_Z","MEMNUNIYET","GUVEN","SOY_index","Gelir",-0.98598102930988,0,2.17606077648598,5.83280076791651
"olcek_Z","MEMNUNIYET","GUVEN","SOY_index","MeslekGrup",-0.684491042439977,0.2,6.43730336632315,12.7636433185791
"olcek_Z","ERISIM","MTT","Yas","Cinsiyet",0.0718136635673898,1,3.02032582703712,2.81103024533139
"olcek_Z","ERISIM","MTT","Yas","EgitimGrup",0.0733324842017591,0.666666666666667,3.81210842065574,3.54256110985055
"olcek_Z","ERISIM","MTT","Yas","MedeniDurum",0.165844267246959,1,1.33595894944638,1.1317952394969
"olcek_Z","ERISIM","MTT","Yas","Gelir",-0.0180878167392727,0.333333333333333,1.57780324611676,1.60660192975431
"olcek_Z","ERISIM","MTT","Yas","MeslekGrup",-0.0203270254271841,0.4,6.85927873764036,7.0001342075665
"olcek_Z","ERISIM","FCV","Yas","Cinsiyet",0.0894670171350591,1,10.8712382085362,9.94086051705337
"olcek_Z","ERISIM","FCV","Yas","EgitimGrup",0.0467643185660518,0.666666666666667,6.77750957148839,6.46786064380259
"olcek_Z","ERISIM","FCV","Yas","MedeniDurum",0.177082294182246,1,2.93192027317416,2.45610140190204
"olcek_Z","ERISIM","FCV","Yas","Gelir",-0.0289168581999473,0.333333333333333,7.21745018714666,7.4292030293504
"olcek_Z","ERISIM","FCV","Yas","MeslekGrup",-0.038967828451868,0.2,9.52743293524446,9.9060248541391
"olcek_Z","ERISIM","RNS","Yas","Cinsiyet",0.0877023603893177,1,10.0120657532657,9.1713874731764
"olcek_Z","ERISIM","RNS","Yas","EgitimGrup",0.0666262032852551,0.666666666666667,8.37030153930385,7.83079241012464
"olcek_Z","ERISIM","RNS","Yas","MedeniDurum",-0.219836196389465,0,1.71059633203912,2.13118516282367
"olcek_Z","ERISIM","RNS","Yas","Gelir",-0.00299106576977293,0.666666666666667,8.66138036069299,8.68732590210572
"olcek_Z","ERISIM","RNS","Yas","MeslekGrup",-0.0352450372242359,0.2,8.63990509974482,8.94984878124843
"olcek_Z","ERISIM","ILT","Yas","Cinsiyet",0.0847811438526154,1,6.47507079613139,5.94873384231779
"olcek_Z","ERISIM","ILT","Yas","EgitimGrup",0.0134362788890647,0.666666666666667,7.82313665681387,7.71872582807868
"olcek_Z","ERISIM","ILT","Yas","MedeniDurum",-0.206950992462862,0,2.28783288823412,2.81385667840933
"olcek_Z","ERISIM","ILT","Yas","Gelir",-0.00800807019906202,0.666666666666667,2.03708410149758,2.05346270704655
"olcek_Z","ERISIM","ILT","Yas","MeslekGrup",-0.0176201292849423,0.2,10.7685950970586,10.9600206539774
"olcek_Z","ERISIM","MEMNUNIYET","Yas","Cinsiyet",0.102950792360563,1,5.63581164785199,5.0844678925175
"olcek_Z","ERISIM","MEMNUNIYET","Yas","EgitimGrup",0.0227025420418121,0.666666666666667,6.8807763307981,6.72632506847343
"olcek_Z","ERISIM","MEMNUNIYET","Yas","MedeniDurum",-0.120449282213682,0,1.84822309137897,2.08480217197861
"olcek_Z","ERISIM","MEMNUNIYET","Yas","Gelir",-0.0236458253721872,0.333333333333333,1.54907596320588,1.58614164040879
"olcek_Z","ERISIM","MEMNUNIYET","Yas","MeslekGrup",-0.0330492455179172,0.4,7.83746254317155,8.10081255700184
"olcek_Z","MEMNUNIYET","ERS","Yas","Cinsiyet",-0.0287953775573391,0,6.50491091116572,6.69494520090594
"olcek_Z","MEMNUNIYET","ERS","Yas","EgitimGrup",-0.00568218200130755,0.333333333333333,7.8835204134838,7.92844352110783
"olcek_Z","MEMNUNIYET","ERS","Yas","MedeniDurum",-0.64379796209239,0,0.846176238669745,1.61086346125525
"olcek_Z","MEMNUNIYET","ERS","Yas","Gelir",-0.102413628220476,0.333333333333333,5.06752431872751,5.61401430878455
"olcek_Z","MEMNUNIYET","ERS","Yas","MeslekGrup",0.01238639172754,0.8,13.6386953626929,13.4708030755079
"olcek_Z","MEMNUNIYET","KAB","Yas","Cinsiyet",-0.0508355313580298,0,7.87437341596583,8.28502067824267
"olcek_Z","MEMNUNIYET","KAB","Yas","EgitimGrup",0.093360121808219,1,5.17567604378335,4.71434432590598
"olcek_Z","MEMNUNIYET","KAB","Yas","MedeniDurum",-0.0225781080978833,0,4.26227499757569,4.35960371804771
"olcek_Z","MEMNUNIYET","KAB","Yas","Gelir",-0.15834906492329,0.333333333333333,2.62069334534124,3.07033901509395
"olcek_Z","MEMNUNIYET","KAB","Yas","MeslekGrup",0.0103327506256132,0.4,9.20245605235613,9.10785893457733
"olcek_Z","MEMNUNIYET","UYG","Yas","Cinsiyet",-0.144436789670048,0,5.88021452881052,6.79393318743241
"olcek_Z","MEMNUNIYET","UYG","Yas","EgitimGrup",-0.155167184734113,0.333333333333333,3.2472729731334,3.79233810868098
"olcek_Z","MEMNUNIYET","UYG","Yas","MedeniDurum",-0.105530436307055,0,3.90668890407717,4.34150309843994
"olcek_Z","MEMNUNIYET","UYG","Yas","Gelir",0.149741838847626,0.666666666666667,2.17728873562333,1.87449363931965
"olcek_Z","MEMNUNIYET","UYG","Yas","MeslekGrup",0.0294363224048797,0.6,12.0510776801598,11.7015085284288
"olcek_Z","MEMNUNIYET","ULS","Yas","Cinsiyet",-0.0101019274922914,0,2.56028976481466,2.5862847049165
"olcek_Z","MEMNUNIYET","ULS","Yas","EgitimGrup",-0.0498831477342767,0.333333333333333,7.57422171365777,7.96162997676404
"olcek_Z","MEMNUNIYET","ULS","Yas","MedeniDurum",-0.000460955165402233,1,2.29628508723495,2.29734381570619
"olcek_Z","MEMNUNIYET","ULS","Yas","Gelir",-0.074879368856329,0,6.04758682023789,6.51781168690773
"olcek_Z","MEMNUNIYET","ULS","Yas","MeslekGrup",-0.075924614932938,0.4,8.25468174984163,8.90582127920665
"olcek_Z","MEMNUNIYET","ERISIM","Yas","Cinsiyet",-0.10482095575493,0,4.48312354384531,4.97856142621444
"olcek_Z","MEMNUNIYET","ERISIM","Yas","EgitimGrup",0.00421977029961917,0.333333333333333,6.12244867301451,6.09666777888219
"olcek_Z","MEMNUNIYET","ERISIM","Yas","MedeniDurum",-1.61745160626967,0,0.0796183588970009,0.401294837446495
"olcek_Z","MEMNUNIYET","ERISIM","Yas","Gelir",0.555226984551691,1,0.898585295798112,0.515735811026414
"olcek_Z","MEMNUNIYET","ERISIM","Yas","MeslekGrup",0.00819263345760834,0.4,9.15071470881664,9.07605251484974
"olcek_Z","ERISIM","GUV_Saglayici","Yas","Cinsiyet",0.0761377918353542,1,2.54058761769794,2.35433334726896
"olcek_Z","ERISIM","GUV_Saglayici","Yas","EgitimGrup",-0.0181942009240776,0.333333333333333,4.36955449963343,4.44978268303263
"olcek_Z","ERISIM","GUV_Saglayici","Yas","MedeniDurum",-0.00472051595542988,0,2.55071142576674,2.56278056366433
"olcek_Z","ERISIM","GUV_Saglayici","Yas","Gelir",0.0220245516290569,0.666666666666667,2.04328585094058,1.99877535708953
"olcek_Z","ERISIM","GUV_Saglayici","Yas","MeslekGrup",0.00692854159610867,0.6,11.4864054510786,11.4070964780776
"olcek_Z","MEMNUNIYET","GUV_Saglayici","Yas","Cinsiyet",-0.094554604961278,0,4.74879106842945,5.21972479319507
"olcek_Z","MEMNUNIYET","GUV_Saglayici","Yas","EgitimGrup",-0.0290035973668366,0,4.60696129767253,4.74253632652567
"olcek_Z","MEMNUNIYET","GUV_Saglayici","Yas","MedeniDurum",-0.149176474704893,0,1.37433894602787,1.59543962417579
"olcek_Z","MEMNUNIYET","GUV_Saglayici","Yas","Gelir",0.269360977455532,1,2.2322398482862,1.70513539615128
"olcek_Z","MEMNUNIYET","GUV_Saglayici","Yas","MeslekGrup",-0.0195152178696314,0.4,7.55496505253309,7.70384987649008
"olcek_Z","ERISIM","GUV_Odeyici","Yas","Cinsiyet",0.0144549055876377,1,4.29521174336006,4.23357143865753
"olcek_Z","ERISIM","GUV_Odeyici","Yas","EgitimGrup",-0.0262256642759262,0.333333333333333,3.15780330091777,3.24171429179568
"olcek_Z","ERISIM","GUV_Odeyici","Yas","MedeniDurum",0.0280472426407978,1,1.96775888573549,1.91333545572754
"olcek_Z","ERISIM","GUV_Odeyici","Yas","Gelir",0.00522673380494587,0.666666666666667,4.73882250090094,4.71411855380533
"olcek_Z","ERISIM","GUV_Odeyici","Yas","MeslekGrup",0.00441223412357239,0.4,10.5621341525545,10.5156342035533
"olcek_Z","MEMNUNIYET","GUV_Odeyici","Yas","Cinsiyet",-0.41499781576367,0,1.53141877379664,2.3191307223927
"olcek_Z","MEMNUNIYET","GUV_Odeyici","Yas","EgitimGrup",-0.04641729243883,0.333333333333333,7.08210244384114,7.41858331810187
"olcek_Z","MEMNUNIYET","GUV_Odeyici","Yas","MedeniDurum",-0.0486759235129403,0,2.07695409118132,2.18055267424056
"olcek_Z","MEMNUNIYET","GUV_Odeyici","Yas","Gelir",-0.177138354089117,0.333333333333333,1.77106463100337,2.11429031391678
"olcek_Z","MEMNUNIYET","GUV_Odeyici","Yas","MeslekGrup",0.0140668278453944,0.8,6.15997329046088,6.07392861318304
"olcek_Z","ERISIM","GUVEN","Yas","Cinsiyet",0.0607670032899574,1,3.06901614068955,2.88807454129841
"olcek_Z","ERISIM","GUVEN","Yas","EgitimGrup",-0.0250282271727051,0.333333333333333,3.40459469405638,3.4908809556356
"olcek_Z","ERISIM","GUVEN","Yas","MedeniDurum",0.0154582423770786,1,2.03925412652178,2.00797323848263
"olcek_Z","ERISIM","GUVEN","Yas","Gelir",0.0146111334717499,0.333333333333333,2.33435781188095,2.3004981644642
"olcek_Z","ERISIM","GUVEN","Yas","MeslekGrup",0.00689235161300816,0.4,11.1302611686761,11.0538112575649
"olcek_Z","MEMNUNIYET","GUVEN","Yas","Cinsiyet",-0.136298385646601,0,3.59608759332766,4.12120196898542
"olcek_Z","MEMNUNIYET","GUVEN","Yas","EgitimGrup",-0.0461020887408958,0.333333333333333,4.42255033744007,4.63121206044962
"olcek_Z","MEMNUNIYET","GUVEN","Yas","MedeniDurum",-0.0832534875680242,0,1.53294579391442,1.6660319610625
"olcek_Z","MEMNUNIYET","GUVEN","Yas","Gelir",0.174685238205363,1,2.17606077648598,1.82728456369834
"olcek_Z","MEMNUNIYET","GUVEN","Yas","MeslekGrup",-0.00851199390101853,0.6,6.43730336632315,6.4923315208085
"olcek_Z","ERISIM","SOY_index","Yas","Cinsiyet",0.218064623873822,1,3.74830066568491,3.01390914955541
"olcek_Z","ERISIM","SOY_index","Yas","EgitimGrup",0.00488224809625049,0.666666666666667,14.645194068987,14.5738668583265
"olcek_Z","ERISIM","SOY_index","Yas","MedeniDurum",-0.171245602112621,0,3.06755559593427,3.64052034825189
