"etiket","X","Y","Z","moderator","dl","ocr","cv0","cv1"
"stil_Z","ERISIM","GUVEN","Kabullenici","MedeniDurum",-0.054528250151096,0,2.03925412652178,2.15353863767815
"stil_Z","ERISIM","GUVEN","Kabullenici","Gelir",-0.104765221567139,0.333333333333333,2.33435781188095,2.59218733000118
"stil_Z","ERISIM","GUVEN","Kabullenici","MeslekGrup",-0.0398185105013611,0.6,11.1302611686761,11.582393470791
"stil_Z","MEMNUNIYET","GUVEN","Kabullenici","Cinsiyet",-0.246801231606524,0,3.59608759332766,4.60272126105808
"stil_Z","MEMNUNIYET","GUVEN","Kabullenici","YasGrup",-0.699655715681038,0,2.8722588113192,5.78202796370824
"stil_Z","MEMNUNIYET","GUVEN","Kabullenici","EgitimGrup",-0.70445232834756,0,4.42255033744007,8.94566322155954
"stil_Z","MEMNUNIYET","GUVEN","Kabullenici","MedeniDurum",-0.0175864173795469,1,1.53294579391442,1.56014327076131
"stil_Z","MEMNUNIYET","GUVEN","Kabullenici","Gelir",-0.560481497118554,0.333333333333333,2.17606077648598,3.8114045064199
"stil_Z","MEMNUNIYET","GUVEN","Kabullenici","MeslekGrup",-0.206964205062632,0.2,6.43730336632315,7.91748754109956
"stil_Z","ERISIM","SOY_index","Kabullenici","Cinsiyet",1.08404199497904,1,3.74830066568491,1.2677714322135
"stil_Z","ERISIM","SOY_index","Kabullenici","YasGrup",-0.0832280380809749,0,14.1945768605249,15.4265186471182
"stil_Z","ERISIM","SOY_index","Kabullenici","EgitimGrup",0.00982480935235897,0.666666666666667,14.645194068987,14.5020123475293
"stil_Z","ERISIM","SOY_index","Kabullenici","MedeniDurum",-0.629515570504928,0,3.06755559593427,5.7568853675084
"stil_Z","ERISIM","SOY_index","Kabullenici","Gelir",0.232058881755675,1,8.49246054819024,6.73366716513322
"stil_Z","ERISIM","SOY_index","Kabullenici","MeslekGrup",-0.0454413047429343,0.6,10.9235596505397,11.4313913385527
"stil_Z","MEMNUNIYET","SOY_index","Kabullenici","Cinsiyet",-0.0717450657044245,0,10.927239124408,11.740022605726
"stil_Z","MEMNUNIYET","SOY_index","Kabullenici","YasGrup",-1.2077194456971,0,0.661868509580245,2.21450983931874
"stil_Z","MEMNUNIYET","SOY_index","Kabullenici","EgitimGrup",-0.0869194038991141,0.333333333333333,11.8297476155964,12.9039923432872
"stil_Z","MEMNUNIYET","SOY_index","Kabullenici","MedeniDurum",-1.98626084142771,0,0.26006174420681,1.89539010245312
"stil_Z","MEMNUNIYET","SOY_index","Kabullenici","Gelir",0.168537134751512,1,7.92401594417289,6.69500017972647
"stil_Z","MEMNUNIYET","SOY_index","Kabullenici","MeslekGrup",-0.133736448277851,0.6,10.4075801158897,11.8968165361199
"stil_Z","ERISIM","MTT","FarkliSecenek","Cinsiyet",-0.275370256944353,0,3.02032582703712,3.97782414694541
"stil_Z","ERISIM","MTT","FarkliSecenek","YasGrup",1.20802999534392,1,1.95285653361009,0.583484834796996
"stil_Z","ERISIM","MTT","FarkliSecenek","EgitimGrup",-0.0326066637067233,0.333333333333333,3.81210842065574,3.93845727125624
"stil_Z","ERISIM","MTT","FarkliSecenek","MedeniDurum",0.0752783354047371,1,1.33595894944638,1.23908228415613
"stil_Z","ERISIM","MTT","FarkliSecenek","Gelir",0.175300592254601,0.666666666666667,1.57780324611676,1.32409993672544
"stil_Z","ERISIM","MTT","FarkliSecenek","MeslekGrup",-0.0598505440331896,0.4,6.85927873764036,7.28234437602833
"stil_Z","ERISIM","FCV","FarkliSecenek","Cinsiyet",0.127910553521333,1,10.8712382085362,9.56595127445706
"stil_Z","ERISIM","FCV","FarkliSecenek","YasGrup",-0.152738068638179,0,3.1770703176146,3.70134977605478
"stil_Z","ERISIM","FCV","FarkliSecenek","EgitimGrup",-0.158283919779817,0.333333333333333,6.77750957148839,7.93984405493834
"stil_Z","ERISIM","FCV","FarkliSecenek","MedeniDurum",0.00353325894608059,0,2.93192027317416,2.92157931899684
"stil_Z","ERISIM","FCV","FarkliSecenek","Gelir",-0.00692477541775527,0.333333333333333,7.21745018714666,7.26760285642436
"stil_Z","ERISIM","FCV","FarkliSecenek","MeslekGrup",0.131122565669091,0.6,9.52743293524446,8.35660921771544
"stil_Z","ERISIM","RNS","FarkliSecenek","Cinsiyet",0.216851142496429,1,10.0120657532657,8.06021151117349
"stil_Z","ERISIM","RNS","FarkliSecenek","YasGrup",-0.0755692700411008,0,6.06449751880764,6.54054803784546
"stil_Z","ERISIM","RNS","FarkliSecenek","EgitimGrup",-0.119274112694402,0.333333333333333,8.37030153930385,9.43064056617024
"stil_Z","ERISIM","RNS","FarkliSecenek","MedeniDurum",0.231373934091664,1,1.71059633203912,1.35726019636711
"stil_Z","ERISIM","RNS","FarkliSecenek","Gelir",0.0258694086500078,0.333333333333333,8.66138036069299,8.44018895331874
"stil_Z","ERISIM","RNS","FarkliSecenek","MeslekGrup",0.358819349406507,0.8,8.63990509974482,6.03497824069116
"stil_Z","ERISIM","ILT","FarkliSecenek","Cinsiyet",-0.0275414413815298,0,6.47507079613139,6.65588205137279
"stil_Z","ERISIM","ILT","FarkliSecenek","YasGrup",0.300787621194654,1,2.06543185631303,1.5289048778966
"stil_Z","ERISIM","ILT","FarkliSecenek","EgitimGrup",-0.129409626668693,0.333333333333333,7.82313665681387,8.90395186506485
"stil_Z","ERISIM","ILT","FarkliSecenek","MedeniDurum",-0.0768306129317624,0,2.28783288823412,2.47053727133672
"stil_Z","ERISIM","ILT","FarkliSecenek","Gelir",-0.141752525970675,0,2.03708410149758,2.34731459672935
"stil_Z","ERISIM","ILT","FarkliSecenek","MeslekGrup",0.00560141020104732,0.6,10.7685950970586,10.7084444002114
"stil_Z","ERISIM","MEMNUNIYET","FarkliSecenek","Cinsiyet",0.0381198580863684,1,5.63581164785199,5.42501853412903
"stil_Z","ERISIM","MEMNUNIYET","FarkliSecenek","YasGrup",0.117819600053531,1,3.60204847554684,3.20170379553185
"stil_Z","ERISIM","MEMNUNIYET","FarkliSecenek","EgitimGrup",-0.146866310159763,0.333333333333333,6.8807763307981,7.96930904621023
"stil_Z","ERISIM","MEMNUNIYET","FarkliSecenek","MedeniDurum",0.0369346432798874,1,1.84822309137897,1.78120489550607
"stil_Z","ERISIM","MEMNUNIYET","FarkliSecenek","Gelir",-0.127529484064034,0,1.54907596320588,1.75977873998229
"stil_Z","ERISIM","MEMNUNIYET","FarkliSecenek","MeslekGrup",0.023863693771784,0.6,7.83746254317155,7.65264571361107
"stil_Z","MEMNUNIYET","ERS","FarkliSecenek","Cinsiyet",-0.0913504385689137,0,6.50491091116572,7.12712448564888
"stil_Z","MEMNUNIYET","ERS","FarkliSecenek","YasGrup",-0.313355119994855,0,2.11165580967999,2.88876046400726
"stil_Z","MEMNUNIYET","ERS","FarkliSecenek","EgitimGrup",0.0721847455848801,0.666666666666667,7.8835204134838,7.33450416937146
"stil_Z","MEMNUNIYET","ERS","FarkliSecenek","MedeniDurum",0.0164755450576024,1,0.846176238669745,0.83234924019572
"stil_Z","MEMNUNIYET","ERS","FarkliSecenek","Gelir",-0.129800891578113,0,5.06752431872751,5.76989158035507
"stil_Z","MEMNUNIYET","ERS","FarkliSecenek","MeslekGrup",-0.0675142140618687,0.2,13.6386953626929,14.5912964012607
"stil_Z","MEMNUNIYET","KAB","FarkliSecenek","Cinsiyet",-0.0625596530656023,0,7.87437341596583,8.38272690983493
"stil_Z","MEMNUNIYET","KAB","FarkliSecenek","YasGrup",-0.616816733019556,0,0.599173174770654,1.11027987647935
"stil_Z","MEMNUNIYET","KAB","FarkliSecenek","EgitimGrup",0.0327217054867424,0.666666666666667,5.17567604378335,5.00905994392631
"stil_Z","MEMNUNIYET","KAB","FarkliSecenek","MedeniDurum",0.0286081589337071,1,4.26227499757569,4.14206682238406
"stil_Z","MEMNUNIYET","KAB","FarkliSecenek","Gelir",-0.484645816757301,0.333333333333333,2.62069334534124,4.25495734208216
"stil_Z","MEMNUNIYET","KAB","FarkliSecenek","MeslekGrup",-0.0759291841550516,0.2,9.20245605235613,9.92840255849671
"stil_Z","MEMNUNIYET","UYG","FarkliSecenek","Cinsiyet",-0.127301752292353,0,5.88021452881052,6.67851059743342
"stil_Z","MEMNUNIYET","UYG","FarkliSecenek","YasGrup",0.746582372556215,1,0.64102553173905,0.3038356400187
"stil_Z","MEMNUNIYET","UYG","FarkliSecenek","EgitimGrup",0.000796151563609016,1,3.2472729731334,3.24468868055121
"stil_Z","MEMNUNIYET","UYG","FarkliSecenek","MedeniDurum",0.0324245139662518,1,3.90668890407717,3.78204804436581
"stil_Z","MEMNUNIYET","UYG","FarkliSecenek","Gelir",-0.197071271400032,0.333333333333333,2.17728873562333,2.65156935920577
"stil_Z","MEMNUNIYET","UYG","FarkliSecenek","MeslekGrup",-0.110437809712073,0.4,12.0510776801598,13.4582446014879
"stil_Z","MEMNUNIYET","ULS","FarkliSecenek","Cinsiyet",0.559230854635966,1,2.56028976481466,1.46358599303618
"stil_Z","MEMNUNIYET","ULS","FarkliSecenek","YasGrup",-0.54004191135248,0,1.71866507926097,2.94936468624242
"stil_Z","MEMNUNIYET","ULS","FarkliSecenek","EgitimGrup",-0.0519820215682203,0.333333333333333,7.57422171365777,7.97835798246458
"stil_Z","MEMNUNIYET","ULS","FarkliSecenek","MedeniDurum",0.235785956402167,1,2.29628508723495,1.81394980443085
"stil_Z","MEMNUNIYET","ULS","FarkliSecenek","Gelir",0.78138702769299,0.666666666666667,6.04758682023789,2.76840762459032
"stil_Z","MEMNUNIYET","ULS","FarkliSecenek","MeslekGrup",0.196994742510658,0.8,8.25468174984163,6.77870297102378
"stil_Z","MEMNUNIYET","ERISIM","FarkliSecenek","Cinsiyet",-0.0805382750399193,0,4.48312354384531,4.85912460034809
"stil_Z","MEMNUNIYET","ERISIM","FarkliSecenek","YasGrup",0.184678197827256,1,2.5565132806807,2.12541299009253
"stil_Z","MEMNUNIYET","ERISIM","FarkliSecenek","EgitimGrup",0.0352375162475929,0.666666666666667,6.12244867301451,5.91046560073482
"stil_Z","MEMNUNIYET","ERISIM","FarkliSecenek","MedeniDurum",0.0779458276388656,1,0.0796183588970009,0.0736481385151811
"stil_Z","MEMNUNIYET","ERISIM","FarkliSecenek","Gelir",-0.955634729892183,0,0.898585295798112,2.33660983594739
"stil_Z","MEMNUNIYET","ERISIM","FarkliSecenek","MeslekGrup",-0.0933231474047842,0.2,9.15071470881664,10.0458049956159
"stil_Z","ERISIM","GUV_Saglayici","FarkliSecenek","Cinsiyet",-0.000856402210471452,0,2.54058761769794,2.54276431448913
"stil_Z","ERISIM","GUV_Saglayici","FarkliSecenek","YasGrup",0.187012706629512,1,3.68250881250381,3.05439505569671
"stil_Z","ERISIM","GUV_Saglayici","FarkliSecenek","EgitimGrup",-0.0795265302952282,0,4.36955449963343,4.73124125198986
"stil_Z","ERISIM","GUV_Saglayici","FarkliSecenek","MedeniDurum",0.00476164221578657,1,2.55071142576674,2.53859472111383
"stil_Z","ERISIM","GUV_Saglayici","FarkliSecenek","Gelir",-0.163663020583251,0.333333333333333,2.04328585094058,2.40661752395658
"stil_Z","ERISIM","GUV_Saglayici","FarkliSecenek","MeslekGrup",0.0167131147228785,0.6,11.4864054510786,11.2960271773005
"stil_Z","MEMNUNIYET","GUV_Saglayici","FarkliSecenek","Cinsiyet",-0.0478221240275261,0,4.74879106842945,4.98140608649095
"stil_Z","MEMNUNIYET","GUV_Saglayici","FarkliSecenek","YasGrup",-0.242621500211558,0,2.57132332112818,3.27737297221361
"stil_Z","MEMNUNIYET","GUV_Saglayici","FarkliSecenek","EgitimGrup",-0.0279040025385993,0,4.60696129767253,4.73732432416787
"stil_Z","MEMNUNIYET","GUV_Saglayici","FarkliSecenek","MedeniDurum",0.0209103177780152,1,1.37433894602787,1.34589945733157
"stil_Z","MEMNUNIYET","GUV_Saglayici","FarkliSecenek","Gelir",0.0987939531844721,0.666666666666667,2.2322398482862,2.02225159978195
"stil_Z","MEMNUNIYET","GUV_Saglayici","FarkliSecenek","MeslekGrup",-0.0554960590009568,0.4,7.55496505253309,7.98608800944108
"stil_Z","ERISIM","GUV_Odeyici","FarkliSecenek","Cinsiyet",0.0684262612801085,1,4.29521174336006,4.0111364002068
"stil_Z","ERISIM","GUV_Odeyici","FarkliSecenek","YasGrup",2.90175002025293,1,0.584282216501906,0.0320928671668098
"stil_Z","ERISIM","GUV_Odeyici","FarkliSecenek","EgitimGrup",0.00526436886742609,0.333333333333333,3.15780330091777,3.14122313981158
"stil_Z","ERISIM","GUV_Odeyici","FarkliSecenek","MedeniDurum",0.0170625111453013,1,1.96775888573549,1.93446879158649
"stil_Z","ERISIM","GUV_Odeyici","FarkliSecenek","Gelir",-0.0221845330819881,0.333333333333333,4.73882250090094,4.84512585099569
"stil_Z","ERISIM","GUV_Odeyici","FarkliSecenek","MeslekGrup",-0.0608823560224274,0.6,10.5621341525545,11.2251602726924
"stil_Z","MEMNUNIYET","GUV_Odeyici","FarkliSecenek","Cinsiyet",-0.00124765257594978,0,1.53141877379664,1.5333306448145
"stil_Z","MEMNUNIYET","GUV_Odeyici","FarkliSecenek","YasGrup",-0.108034764686805,0,4.0371823600728,4.4977702679507
"stil_Z","MEMNUNIYET","GUV_Odeyici","FarkliSecenek","EgitimGrup",-0.0281938007780587,0,7.08210244384114,7.2846152174679
"stil_Z","MEMNUNIYET","GUV_Odeyici","FarkliSecenek","MedeniDurum",0.00234019210114955,1,2.07695409118132,2.07209930238408
"stil_Z","MEMNUNIYET","GUV_Odeyici","FarkliSecenek","Gelir",-0.3187133522371,0.333333333333333,1.77106463100337,2.43584618640907
"stil_Z","MEMNUNIYET","GUV_Odeyici","FarkliSecenek","MeslekGrup",-0.0352428927593531,0.4,6.15997329046088,6.38093944141481
"stil_Z","ERISIM","GUVEN","FarkliSecenek","Cinsiyet",0.0557785153027097,1,3.06901614068955,2.90251766121753
"stil_Z","ERISIM","GUVEN","FarkliSecenek","YasGrup",0.207710289245562,1,2.28093934487212,1.85313177878761
"stil_Z","ERISIM","GUVEN","FarkliSecenek","EgitimGrup",-0.140341895948943,0.333333333333333,3.40459469405638,3.91755524113326
"stil_Z","ERISIM","GUVEN","FarkliSecenek","MedeniDurum",0.0169678307444937,1,2.03925412652178,2.00494431221577
"stil_Z","ERISIM","GUVEN","FarkliSecenek","Gelir",-0.108730907275693,0,2.33435781188095,2.60248754048909
"stil_Z","ERISIM","GUVEN","FarkliSecenek","MeslekGrup",0.00672954885143895,0.8,11.1302611686761,11.0556109950623
"stil_Z","MEMNUNIYET","GUVEN","FarkliSecenek","Cinsiyet",-0.0221370714930926,0,3.59608759332766,3.67658211097637
"stil_Z","MEMNUNIYET","GUVEN","FarkliSecenek","YasGrup",-0.139101084759443,0,2.8722588113192,3.30091547840991
"stil_Z","MEMNUNIYET","GUVEN","FarkliSecenek","EgitimGrup",-0.0326876736158326,0,4.42255033744007,4.56950188751785
"stil_Z","MEMNUNIYET","GUVEN","FarkliSecenek","MedeniDurum",0.0118726856677148,1,1.53294579391442,1.51485322644998
"stil_Z","MEMNUNIYET","GUVEN","FarkliSecenek","Gelir",0.0219176687534431,0.333333333333333,2.17606077648598,2.1288854718382
"stil_Z","MEMNUNIYET","GUVEN","FarkliSecenek","MeslekGrup",-0.0443452062311327,0.6,6.43730336632315,6.72919098908109
"stil_Z","ERISIM","SOY_index","FarkliSecenek","Cinsiyet",0.232486808727319,1,3.74830066568491,2.97075393875738
"stil_Z","ERISIM","SOY_index","FarkliSecenek","YasGrup",0.0935030109688419,1,14.1945768605249,12.9275018629017
"stil_Z","ERISIM","SOY_index","FarkliSecenek","EgitimGrup",0.017624198048348,0.666666666666667,14.645194068987,14.3893454538583
"stil_Z","ERISIM","SOY_index","FarkliSecenek","MedeniDurum",-0.124959297265621,0,3.06755559593427,3.47585439990281
"stil_Z","ERISIM","SOY_index","FarkliSecenek","Gelir",-0.0293838496003924,0,8.49246054819024,8.74570414704101
"stil_Z","ERISIM","SOY_index","FarkliSecenek","MeslekGrup",0.00541637976183562,0.6,10.9235596505397,10.8645534473258
"stil_Z","MEMNUNIYET","SOY_index","FarkliSecenek","Cinsiyet",0.0293937592782361,1,10.927239124408,10.6107211037556
"stil_Z","MEMNUNIYET","SOY_index","FarkliSecenek","YasGrup",2.29202172689182,1,0.661868509580245,0.0668897036634623
"stil_Z","MEMNUNIYET","SOY_index","FarkliSecenek","EgitimGrup",-0.0304387131148776,0.333333333333333,11.8297476155964,12.1953661599566
"stil_Z","MEMNUNIYET","SOY_index","FarkliSecenek","MedeniDurum",-0.0940341023414357,0,0.26006174420681,0.285703107603344
"stil_Z","MEMNUNIYET","SOY_index","FarkliSecenek","Gelir",0.0282692587735069,0.666666666666667,7.92401594417289,7.7031465031377
"stil_Z","MEMNUNIYET","SOY_index","FarkliSecenek","MeslekGrup",0.00381430637263191,0.6,10.4075801158897,10.3679580301172
"stil_Z","ERISIM","MTT","DuzBlok","Cinsiyet",0.0517758048846022,1,3.02032582703712,2.86792539716784
"stil_Z","ERISIM","MTT","DuzBlok","YasGrup",-0.0935560093829905,0,1.95285653361009,2.14437728357398
"stil_Z","ERISIM","MTT","DuzBlok","EgitimGrup",-0.0146750350925577,0.333333333333333,3.81210842065574,3.86846374244386
"stil_Z","ERISIM","MTT","DuzBlok","MedeniDurum",-0.232346327455833,0,1.33595894944638,1.68538778566684
"stil_Z","ERISIM","MTT","DuzBlok","Gelir",0.0629285386095038,0.666666666666667,1.57780324611676,1.48157393164738
"stil_Z","ERISIM","MTT","DuzBlok","MeslekGrup",0.257134278000647,1,6.85927873764036,5.30403587962774
"stil_Z","ERISIM","FCV","DuzBlok","Cinsiyet",0.0113156457475987,1,10.8712382085362,10.7489165077431
"stil_Z","ERISIM","FCV","DuzBlok","YasGrup",-0.0794696303774061,0,3.1770703176146,3.43985431087361
"stil_Z","ERISIM","FCV","DuzBlok","EgitimGrup",0.0884549150255936,0.666666666666667,6.77750957148839,6.203755282823
"stil_Z","ERISIM","FCV","DuzBlok","MedeniDurum",-0.472472939817447,0,2.93192027317416,4.70267047155362
"stil_Z","ERISIM","FCV","DuzBlok","Gelir",-0.0574679719029478,0.333333333333333,7.21745018714666,7.64437209188942
"stil_Z","ERISIM","FCV","DuzBlok","MeslekGrup",0.463595218021956,0.8,9.52743293524446,5.99292793192572
"stil_Z","ERISIM","RNS","DuzBlok","Cinsiyet",0.0156965163232021,1,10.0120657532657,9.8561381610303
"stil_Z","ERISIM","RNS","DuzBlok","YasGrup",-0.0521556003306878,0,6.06449751880764,6.38918865990629
"stil_Z","ERISIM","RNS","DuzBlok","EgitimGrup",0.043399051484692,0.666666666666667,8.37030153930385,8.01480822301667
"stil_Z","ERISIM","RNS","DuzBlok","MedeniDurum",2.0410467829212,1,1.71059633203912,0.222193916603651
"stil_Z","ERISIM","RNS","DuzBlok","Gelir",-0.0527613132577862,0.333333333333333,8.66138036069299,9.13063659849405
"stil_Z","ERISIM","RNS","DuzBlok","MeslekGrup",0.337780346889139,0.8,8.63990509974482,6.16329324002299
"stil_Z","ERISIM","ILT","DuzBlok","Cinsiyet",0.0107612737350746,1,6.47507079613139,6.40576436828812
"stil_Z","ERISIM","ILT","DuzBlok","YasGrup",-0.0962157330659014,0,2.06543185631303,2.27403336918511
"stil_Z","ERISIM","ILT","DuzBlok","EgitimGrup",-0.0086767214677872,0.333333333333333,7.82313665681387,7.89131117260647
"stil_Z","ERISIM","ILT","DuzBlok","MedeniDurum",0.263838205022355,1,2.28783288823412,1.75727941498575
"stil_Z","ERISIM","ILT","DuzBlok","Gelir",-0.0274489568731865,0.333333333333333,2.03708410149758,2.09377442111404
"stil_Z","ERISIM","ILT","DuzBlok","MeslekGrup",0.208591513690436,0.6,10.7685950970586,8.741156668093
"stil_Z","ERISIM","MEMNUNIYET","DuzBlok","Cinsiyet",0.0200982823971663,1,5.63581164785199,5.5236721936093
"stil_Z","ERISIM","MEMNUNIYET","DuzBlok","YasGrup",-0.0612474761979356,0,3.60204847554684,3.8295610220813
"stil_Z","ERISIM","MEMNUNIYET","DuzBlok","EgitimGrup",-0.0147231846485985,0.666666666666667,6.8807763307981,6.98283272538493
"stil_Z","ERISIM","MEMNUNIYET","DuzBlok","MedeniDurum",0.517815822801481,1,1.84822309137897,1.10120921225753
"stil_Z","ERISIM","MEMNUNIYET","DuzBlok","Gelir",0.0640420149924631,0.333333333333333,1.54907596320588,1.45297994929554
"stil_Z","ERISIM","MEMNUNIYET","DuzBlok","MeslekGrup",0.544831569034063,0.8,7.83746254317155,4.54525375070309
"stil_Z","MEMNUNIYET","ERS","DuzBlok","Cinsiyet",-0.0267697402816718,0,6.50491091116572,6.68139739642951
"stil_Z","MEMNUNIYET","ERS","DuzBlok","YasGrup",-0.161823718844669,0,2.11165580967999,2.48257444204788
"stil_Z","MEMNUNIYET","ERS","DuzBlok","EgitimGrup",-0.0819151288652935,0.333333333333333,7.8835204134838,8.55648680601769
"stil_Z","MEMNUNIYET","ERS","DuzBlok","MedeniDurum",0.143038972601473,1,0.846176238669745,0.73339811354746
"stil_Z","MEMNUNIYET","ERS","DuzBlok","Gelir",-0.594412015460011,0.333333333333333,5.06752431872751,9.18217784612945
"stil_Z","MEMNUNIYET","ERS","DuzBlok","MeslekGrup",-0.045955878930299,0.6,13.6386953626929,14.280098846447
"stil_Z","MEMNUNIYET","KAB","DuzBlok","Cinsiyet",-0.00230594785857852,0,7.87437341596583,7.8925522621855
"stil_Z","MEMNUNIYET","KAB","DuzBlok","YasGrup",-1.14225200590174,0,0.599173174770654,1.87769958213868
"stil_Z","MEMNUNIYET","KAB","DuzBlok","EgitimGrup",-0.0886617177101423,0.333333333333333,5.17567604378335,5.6555178826281
"stil_Z","MEMNUNIYET","KAB","DuzBlok","MedeniDurum",-0.271856958633029,0,4.26227499757569,5.5938065579893
"stil_Z","MEMNUNIYET","KAB","DuzBlok","Gelir",-0.61211213602297,0.333333333333333,2.62069334534124,4.83340436162674
"stil_Z","MEMNUNIYET","KAB","DuzBlok","MeslekGrup",-0.121326915010791,0.6,9.20245605235613,10.389517090915
"stil_Z","MEMNUNIYET","UYG","DuzBlok","Cinsiyet",-0.0806788678452883,0,5.88021452881052,6.37428618448242
"stil_Z","MEMNUNIYET","UYG","DuzBlok","YasGrup",-0.0296022767740436,0,0.64102553173905,0.660285002949504
"stil_Z","MEMNUNIYET","UYG","DuzBlok","EgitimGrup",-0.172840348285962,0.333333333333333,3.2472729731334,3.85995647573816
"stil_Z","MEMNUNIYET","UYG","DuzBlok","MedeniDurum",-0.0752985659200713,0,3.90668890407717,4.21221548919338
"stil_Z","MEMNUNIYET","UYG","DuzBlok","Gelir",-0.168856756273131,0.333333333333333,2.17728873562333,2.577802161507
"stil_Z","MEMNUNIYET","UYG","DuzBlok","MeslekGrup",-0.119831165682564,0.2,12.0510776801598,13.585258292346
"stil_Z","MEMNUNIYET","ULS","DuzBlok","Cinsiyet",-0.106328825299567,0,2.56028976481466,2.84752235530087
"stil_Z","MEMNUNIYET","ULS","DuzBlok","YasGrup",0.919399158792655,1,1.71866507926097,0.685332405592522
"stil_Z","MEMNUNIYET","ULS","DuzBlok","EgitimGrup",0.370372121776293,1,7.57422171365777,5.22982846718286
"stil_Z","MEMNUNIYET","ULS","DuzBlok","MedeniDurum",0.627049091386478,1,2.29628508723495,1.22659684551933
"stil_Z","MEMNUNIYET","ULS","DuzBlok","Gelir",-0.294170068885222,0,6.04758682023789,8.1159348054645
"stil_Z","MEMNUNIYET","ULS","DuzBlok","MeslekGrup",-0.000419793599071294,0.6,8.25468174984163,8.25814773985609
"stil_Z","MEMNUNIYET","ERISIM","DuzBlok","Cinsiyet",-0.0558316929908311,0,4.48312354384531,4.74054314266494
"stil_Z","MEMNUNIYET","ERISIM","DuzBlok","YasGrup",0.573521243787675,1,2.5565132806807,1.44069132267589
"stil_Z","MEMNUNIYET","ERISIM","DuzBlok","EgitimGrup",-0.052570998847179,0.333333333333333,6.12244867301451,6.45292247701719
"stil_Z","MEMNUNIYET","ERISIM","DuzBlok","MedeniDurum",-2.36254558963037,0,0.0796183588970009,0.845383532558505
"stil_Z","MEMNUNIYET","ERISIM","DuzBlok","Gelir",-1.02053532503669,0.333333333333333,0.898585295798112,2.49328641647189
"stil_Z","MEMNUNIYET","ERISIM","DuzBlok","MeslekGrup",-0.0845727677323054,0.2,9.15071470881664,9.95828386770116
"stil_Z","ERISIM","GUV_Saglayici","DuzBlok","Cinsiyet",0.0540649301197199,1,2.54058761769794,2.4068779939116
"stil_Z","ERISIM","GUV_Saglayici","DuzBlok","YasGrup",-0.0462866953087162,0,3.68250881250381,3.8569663618366
"stil_Z","ERISIM","GUV_Saglayici","DuzBlok","EgitimGrup",-0.0229425210621601,0.333333333333333,4.36955449963343,4.47096191890695
"stil_Z","ERISIM","GUV_Saglayici","DuzBlok","MedeniDurum",-0.251155884290836,0,2.55071142576674,3.27896622009812
"stil_Z","ERISIM","GUV_Saglayici","DuzBlok","Gelir",-0.0858586594696862,0,2.04328585094058,2.2264711389362
"stil_Z","ERISIM","GUV_Saglayici","DuzBlok","MeslekGrup",0.152715846026137,0.6,11.4864054510786,9.85962716715887
"stil_Z","MEMNUNIYET","GUV_Saglayici","DuzBlok","Cinsiyet",-0.0190869334254389,0,4.74879106842945,4.84030147595213
"stil_Z","MEMNUNIYET","GUV_Saglayici","DuzBlok","YasGrup",0.0737587398528392,1,2.57132332112818,2.38849136160501
"stil_Z","MEMNUNIYET","GUV_Saglayici","DuzBlok","EgitimGrup",0.140918485199613,0.666666666666667,4.60696129767253,4.00142280700681
"stil_Z","MEMNUNIYET","GUV_Saglayici","DuzBlok","MedeniDurum",-0.536871984168294,0,1.37433894602787,2.35100956064579
"stil_Z","MEMNUNIYET","GUV_Saglayici","DuzBlok","Gelir",0.531235775474314,0.666666666666667,2.2322398482862,1.31228477231722
"stil_Z","MEMNUNIYET","GUV_Saglayici","DuzBlok","MeslekGrup",0.0384508071224576,0.6,7.55496505253309,7.26998452403358
"stil_Z","ERISIM","GUV_Odeyici","DuzBlok","Cinsiyet",0.0216876743841177,1,4.29521174336006,4.20306146398783
"stil_Z","ERISIM","GUV_Odeyici","DuzBlok","YasGrup",-0.276255450126936,0,0.584282216501906,0.770191794651714
"stil_Z","ERISIM","GUV_Odeyici","DuzBlok","EgitimGrup",0.198508725671927,0.666666666666667,3.15780330091777,2.5892490758268
"stil_Z","ERISIM","GUV_Odeyici","DuzBlok","MedeniDurum",-0.477305970628186,0,1.96775888573549,3.17148916674082
"stil_Z","ERISIM","GUV_Odeyici","DuzBlok","Gelir",-0.0778507777767143,0,4.73882250090094,5.12248393647292
"stil_Z","ERISIM","GUV_Odeyici","DuzBlok","MeslekGrup",0.107519956914943,0.4,10.5621341525545,9.48541540684817
"stil_Z","MEMNUNIYET","GUV_Odeyici","DuzBlok","Cinsiyet",-0.240167137835209,0,1.53141877379664,1.94714023129728
"stil_Z","MEMNUNIYET","GUV_Odeyici","DuzBlok","YasGrup",0.0843070783927093,1,4.0371823600728,3.71077197472884
"stil_Z","MEMNUNIYET","GUV_Odeyici","DuzBlok","EgitimGrup",0.0625652162163219,0.666666666666667,7.08210244384114,6.65258567670695
"stil_Z","MEMNUNIYET","GUV_Odeyici","DuzBlok","MedeniDurum",-0.487409825405282,0,2.07695409118132,3.38147589152
"stil_Z","MEMNUNIYET","GUV_Odeyici","DuzBlok","Gelir",0.0608337961032529,0.666666666666667,1.77106463100337,1.66653572511807
"stil_Z","MEMNUNIYET","GUV_Odeyici","DuzBlok","MeslekGrup",0.0675544092425235,0.6,6.15997329046088,5.75758451786003
